File Name,Corresponding Data Point,Maximum Subtraction,,,COV
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_12_10 PM].csv",0.95,0.00056168,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_12_16 PM].csv",0.95,0.00112654,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_12_23 PM].csv",0.925,0.00031184,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_14_10 PM].csv",0.95,0.00141152,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_14_16 PM].csv",0.825,0.00131374,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_14_22 PM].csv",0.95,0.00140056,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_14_28 PM].csv",0.975,0.00092562,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_14_34 PM].csv",0.875,0.0011544,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_14_41 PM].csv",0.8,0.00055064,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_14_47 PM].csv",0.825,0.00045456,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_14_53 PM].csv",0.9,0.00025784,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_14_59 PM].csv",0.85,0.00049864,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_15_05 PM].csv",0.925,0.00048556,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_15_12 PM].csv",0.95,0.0002972,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_15_18 PM].csv",0.85,0.00034706,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_15_25 PM].csv",1.025,0.0002904,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_15_31 PM].csv",0.9,0.00061434,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_15_37 PM].csv",0.925,0.00036728,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_15_44 PM].csv",0.975,0.00020748,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_15_50 PM].csv",1.05,0.0002046,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_15_57 PM].csv",0.95,0.00035256,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_16_03 PM].csv",0.925,0.00054614,,,
"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_16_10 PM].csv",0.9,0.00050798,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_17_22 PM].csv",0.8,0.00053462,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_17_28 PM].csv",0.85,0.00135998,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_17_36 PM].csv",0.8,0.00120056,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_17_42 PM].csv",0.775,0.00107578,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_17_48 PM].csv",0.975,0.00132786,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_17_55 PM].csv",0.9,0.000339,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_18_00 PM].csv",0.925,8.72E-05,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_18_07 PM].csv",1,0.0001072,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_18_13 PM].csv",1.1,0.00127088,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_18_19 PM].csv",0.825,0.00074586,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_18_26 PM].csv",0.75,0.0002907,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_18_33 PM].csv",0.925,0.0003682,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_18_40 PM].csv",0.775,0.00039604,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_18_46 PM].csv",0.7,0.00026974,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_18_52 PM].csv",0.75,0.00040278,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_18_59 PM].csv",0.85,0.0006491,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_19_05 PM].csv",0.875,0.00091712,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_19_11 PM].csv",0.95,0.00111992,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_19_17 PM].csv",0.9,0.000838,,,
"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_19_23 PM].csv",0.875,0.00071844,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_21_23 PM].csv",1.225,0.00179526,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_21_29 PM].csv",1.15,0.00182436,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_21_35 PM].csv",1.075,0.0018395,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_21_42 PM].csv",1.075,0.00184252,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_21_48 PM].csv",1.075,0.00184126,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_21_55 PM].csv",1.1,0.0018449,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_22_01 PM].csv",1.175,0.00183432,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_22_07 PM].csv",0.975,0.001617,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_22_14 PM].csv",0.85,0.000652578,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_22_20 PM].csv",1,0.0007316,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_22_26 PM].csv",1.075,0.00184542,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_22_33 PM].csv",1.025,0.00173308,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_22_40 PM].csv",1.15,0.00178018,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_22_46 PM].csv",1.125,0.0017234,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_22_53 PM].csv",1.05,0.00178394,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_22_59 PM].csv",1.075,0.00166736,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_23_06 PM].csv",1.175,0.00180422,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_23_12 PM].csv",1.025,0.00158082,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_23_18 PM].csv",1.15,0.00181632,,,
"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_23_24 PM].csv",1.075,0.00165998,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_25_50 PM].csv",1.1,0.0016992,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_25_56 PM].csv",1.3,0.0008174,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_26_02 PM].csv",0.775,0.00093344,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_26_08 PM].csv",0.85,0.00094524,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_26_15 PM].csv",0.85,0.0008117,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_26_21 PM].csv",1.175,0.0008692,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_26_28 PM].csv",0.875,0.00168064,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_26_34 PM].csv",1.075,0.00155586,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_26_40 PM].csv",1.1,0.00080462,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_26_46 PM].csv",1,0.00171056,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_26_53 PM].csv",1.05,0.00181298,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_26_59 PM].csv",1.05,0.00181026,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_27_05 PM].csv",1,0.00183644,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_27_12 PM].csv",0.775,0.001534156,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_27_19 PM].csv",1.225,0.00089604,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_27_26 PM].csv",0.925,0.0018574,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_27_32 PM].csv",0.9,0.001861,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_27_38 PM].csv",0.9,0.00186028,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_27_44 PM].csv",0.7,0.001143058,,,
"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_27_50 PM].csv",0.8,0.001649326,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_28_56 PM].csv",1.025,0.00179168,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_29_03 PM].csv",1,0.00083442,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_29_09 PM].csv",0.675,0.000894556,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_29_15 PM].csv",0.7,0.000572188,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_29_21 PM].csv",0.75,0.00102843,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_29_28 PM].csv",0.6,0.00054842,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_29_34 PM].csv",0.925,0.00183176,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_29_41 PM].csv",0.85,0.0017057,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_29_47 PM].csv",0.775,0.00144908,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_29_54 PM].csv",0.925,0.00184532,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_30_00 PM].csv",0.95,0.00183066,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_30_07 PM].csv",0.925,0.00184456,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_30_14 PM].csv",0.875,0.0018254,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_30_20 PM].csv",0.55,0.0005049,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_30_26 PM].csv",0.875,0.00162358,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_30_32 PM].csv",0.725,0.001425432,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_30_39 PM].csv",0.75,0.001324258,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_30_45 PM].csv",1,0.00182246,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_30_51 PM].csv",1.025,0.00182036,,,
"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_30_58 PM].csv",0.9,0.00185158,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_34_49 PM].csv",1.025,0.00153158,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_34_55 PM].csv",1.1,0.00170568,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_35_02 PM].csv",0.95,0.00087812,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_35_08 PM].csv",1.075,0.00150044,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_35_14 PM].csv",0.9,0.00068798,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_35_22 PM].csv",0.95,0.00094276,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_35_28 PM].csv",1.075,0.00143852,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_35_34 PM].csv",0.9,0.00055984,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_35_40 PM].csv",1,0.00082362,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_35_46 PM].csv",1,0.00115314,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_35_53 PM].csv",1,0.00077564,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_35_59 PM].csv",1,0.00101594,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_36_05 PM].csv",1.025,0.0011591,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_36_11 PM].csv",1.125,0.00145302,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_36_18 PM].csv",0.95,0.00070462,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_36_24 PM].csv",0.925,0.0006374,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_36_31 PM].csv",1.075,0.0012535,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_36_37 PM].csv",1.05,0.00089258,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_36_44 PM].csv",1.2,0.00168318,,,
"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_36_49 PM].csv",1.15,0.00170754,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_38_11 PM].csv",1.2,0.00182632,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_38_17 PM].csv",1.45,0.00045342,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_38_24 PM].csv",1.7,0.0002646,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_38_30 PM].csv",1.475,0.0003978,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_38_36 PM].csv",1.05,0.00060746,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_38_43 PM].csv",0.925,0.00058,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_38_49 PM].csv",0.75,0.00067134,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_38_55 PM].csv",1,0.00068172,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_39_01 PM].csv",0.8,0.00066224,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_39_07 PM].csv",0.65,0.00028872,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_39_13 PM].csv",0.65,0.00037534,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_39_19 PM].csv",0.75,0.00046334,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_39_25 PM].csv",0.725,0.00053308,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_39_31 PM].csv",0.675,0.0003244,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_39_38 PM].csv",0.75,0.00046094,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_39_44 PM].csv",0.775,0.00057134,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_39_50 PM].csv",0.75,0.00038178,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_39_57 PM].csv",0.8,0.00062212,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_40_03 PM].csv",0.7,0.0003553,,,
"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_40_09 PM].csv",0.75,0.00052666,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_41_12 PM].csv",1.175,0.00156306,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_41_18 PM].csv",1.275,0.0014747,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_41_25 PM].csv",1.25,0.00094854,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_41_31 PM].csv",0.975,0.00090092,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_41_37 PM].csv",1.075,0.00121508,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_41_44 PM].csv",1.625,0.0014323,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_41_51 PM].csv",2.55,0.001999557,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_41_57 PM].csv",1.375,0.00126178,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_42_04 PM].csv",1.6,0.00108092,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_42_10 PM].csv",1,0.0009198,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_42_17 PM].csv",1.25,0.00094146,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_42_24 PM].csv",2.6,0.001994167,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_42_30 PM].csv",1.075,0.00076068,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_42_37 PM].csv",1.075,0.00083828,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_42_44 PM].csv",1.3,0.00063118,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_42_50 PM].csv",2.2,0.001995509,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_42_56 PM].csv",1.275,0.0003816,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_43_02 PM].csv",1.275,0.0003224,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_43_08 PM].csv",1.375,0.0004968,,,
"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_43_14 PM].csv",1.275,0.0006784,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_49_35 PM].csv",1.3,0.0014345,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_49_41 PM].csv",1.075,0.00157932,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_49_47 PM].csv",1.125,0.00153708,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_49_54 PM].csv",1.1,0.00073494,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_50_01 PM].csv",0.95,0.0011386,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_50_07 PM].csv",1.1,0.00148344,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_50_14 PM].csv",1,0.0011536,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_50_20 PM].csv",1.05,0.00118248,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_50_26 PM].csv",1,0.00119594,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_50_32 PM].csv",1.075,0.00149474,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_50_38 PM].csv",1.1,0.0015071,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_50_44 PM].csv",1.025,0.00116258,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_50_50 PM].csv",1.15,0.00155,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_50_57 PM].csv",0.875,0.00086644,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_51_03 PM].csv",1.275,0.00134084,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_51_09 PM].csv",1,0.0006522,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_51_15 PM].csv",1.125,0.0004416,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_51_21 PM].csv",1.025,0.0001808,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_51_27 PM].csv",0.675,0.00020334,,,
"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_51_33 PM].csv",0.875,0.00019032,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_57_02 PM].csv",1,0.00157074,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_57_08 PM].csv",1.1,0.00149958,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_57_15 PM].csv",1.025,0.00146992,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_57_21 PM].csv",0.9,0.00050954,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_57_27 PM].csv",1.025,0.0011514,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_57_33 PM].csv",0.825,0.00042394,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_57_40 PM].csv",1.1,0.00140362,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_57_46 PM].csv",0.825,0.00018904,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_57_53 PM].csv",1,0.00119176,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_57_59 PM].csv",0.975,0.00085408,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_58_05 PM].csv",1.1,0.0013239,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_58_11 PM].csv",1,0.00080208,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_58_18 PM].csv",1.025,0.00099272,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_58_25 PM].csv",0.925,0.00092654,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_58_31 PM].csv",1.125,0.0014628,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_58_37 PM].csv",0.95,0.00095558,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_58_44 PM].csv",0.875,0.0004164,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_58_50 PM].csv",1.225,0.00138974,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_58_56 PM].csv",1.15,0.00143872,,,
"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_59_02 PM].csv",1.1,0.00143358,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_00_22 PM].csv",0.975,0.00179376,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_00_29 PM].csv",1,0.00126068,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_00_35 PM].csv",1.2,0.00117904,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_00_41 PM].csv",0.875,0.001452226,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_00_48 PM].csv",1.15,0.00183478,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_00_54 PM].csv",1.15,0.00181982,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_01_01 PM].csv",1.15,0.00182852,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_01_08 PM].csv",1.075,0.0018275,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_01_15 PM].csv",1.125,0.00183028,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_01_21 PM].csv",1,0.00186448,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_01_27 PM].csv",0.95,0.00172084,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_01_33 PM].csv",0.975,0.00169778,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_01_39 PM].csv",1.125,0.00183166,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_01_46 PM].csv",1.05,0.00184992,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_01_52 PM].csv",1.125,0.00183152,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_01_58 PM].csv",1.075,0.0013015,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_02_04 PM].csv",1.025,0.00185738,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_02_11 PM].csv",0.975,0.00186558,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_02_17 PM].csv",0.95,0.0016952,,,
"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_02_23 PM].csv",1.025,0.00185346,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_03_22 PM].csv",1.15,0.00177956,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_03_29 PM].csv",0.9,0.00125828,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_03_35 PM].csv",0.95,0.00144014,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_03_41 PM].csv",0.925,0.0014942,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_03_47 PM].csv",0.95,0.00062978,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_03_54 PM].csv",1.025,0.00170742,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_04_00 PM].csv",1,0.00169622,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_04_06 PM].csv",0.975,0.00141806,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_04_13 PM].csv",0.975,0.00115832,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_04_19 PM].csv",1,0.00159212,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_04_25 PM].csv",1.025,0.00092332,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_04_31 PM].csv",1,0.00087784,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_04_38 PM].csv",0.95,0.0007467,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_04_44 PM].csv",0.975,0.00068834,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_04_50 PM].csv",0.95,0.001611,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_04_56 PM].csv",1.175,0.00173596,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_05_02 PM].csv",1.05,0.00178896,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_05_08 PM].csv",1.1,0.00175718,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_05_15 PM].csv",1.05,0.00122796,,,
"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_05_21 PM].csv",1.1,0.00156552,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_06_19 PM].csv",1,0.0004702,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_06_25 PM].csv",1.175,0.00157094,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_06_32 PM].csv",1.05,0.00149776,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_06_39 PM].csv",1.3,0.0015206,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_06_45 PM].csv",1,0.00155366,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_06_51 PM].csv",1.05,0.0006406,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_06_57 PM].csv",1.2,0.00101114,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_07_04 PM].csv",1.05,0.000451,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_07_10 PM].csv",1.275,0.00097342,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_07_17 PM].csv",1.475,0.0004458,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_07_23 PM].csv",0.9,0.00035794,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_07_29 PM].csv",1.425,0.000525,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_07_36 PM].csv",1.3,0.00099542,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_07_42 PM].csv",1.05,0.00131634,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_07_48 PM].csv",1.325,0.00098588,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_07_55 PM].csv",1.1,0.00063242,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_08_01 PM].csv",1.425,0.00070296,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_08_08 PM].csv",1.275,0.00031428,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_08_14 PM].csv",0.725,0.00025586,,,
"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_08_21 PM].csv",1.25,0.00034698,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_09_53 PM].csv",1.15,0.00164548,,,
